,AUs,kgPin/year,Multiform kgPrec/year,Multiform EUR/kgPrec,Multiform EUR/year,Crystalactor kgPrec/year,Crystalactor EUR/kgPrec,Crystalactor EUR/year,Ostara Pearl 500 kgPrec/year,Ostara Pearl 500 EUR/kgPrec,Ostara Pearl 500 EUR/year,Ostara Pearl 2K kgPrec/year,Ostara Pearl 2K EUR/kgPrec,Ostara Pearl 2K EUR/year,Ostara Pearl 10K kgPrec/year,Ostara Pearl 10K EUR/kgPrec,Ostara Pearl 10K EUR/year,Nuresys kgPrec/year,Nuresys EUR/kgPrec,Nuresys EUR/year,MAPHEX kgPrec/year,MAPHEX EUR/kgPrec,MAPHEX EUR/year
1903,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1904,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1905,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1906,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1907,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1908,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1909,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1910,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1911,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1912,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1913,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1914,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1915,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1916,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1917,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1918,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1919,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1920,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1921,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1922,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1923,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1924,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1925,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1926,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1927,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1928,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1929,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1930,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1931,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1932,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
1933,167.66823932623336,2835.3867595782576,510.36961672408637,198.64690557074996,101383.34505956943,510.36961672408637,365.1463687318435,186359.61225786287,510.36961672408637,374.1862571024772,190973.29662081174,510.36961672408637,499.96582479029536,255167.36637336476,510.36961672408637,1584.814596097727,808841.2179891346,510.36961672408637,227.33975426148632,116027.30324858276,510.36961672408637,231.8373378829318,118322.73327764441
